col0,col1,col2,col3,col4,col5
Bensheim,Gemarkung,103,Kreis Bergstraße,Wilmshausen,Beaune
Lampertheim,town,92,Kreis Bergstraße,Neuschloß,Wierden
Neu-Isenburg,town,130,Offenbach,Zeppelinheim,Chiusi
Groß-Umstadt,urban municipality of Germany,162,Darmstadt-Dieburg,Kleestadt,Dicomano
Bad König,location with spa,187,Odenwaldkreis,Zell im Odenwald,Argentat
Groß-Umstadt,Gemarkung,162,Darmstadt-Dieburg,Kleestadt,Dicomano
Bad König,Gemarkung,187,Odenwaldkreis,Zell im Odenwald,Argentat
Groß-Umstadt,town,162,Darmstadt-Dieburg,Kleestadt,Dicomano
Bad König,town,187,Odenwaldkreis,Fürstengrund,Argentat
Erbach,urban municipality of Germany,250,Odenwaldkreis,Haisterbach,Königsee
Groß-Zimmern,Gemarkung,150,Darmstadt-Dieburg,Klein-Zimmern,Rignano sull'Arno
