col0,col1,col2,col3,col4
Rostock Thierfelder Straße railway station,Thierfelderstraße,Haltepunkt,Germany,category 7 railway station
Mannheim ARENA/Maimarkt station,SAP Arena,Haltepunkt,Germany,category 4 railway station
Bonn UN Campus,UN Campus,Haltepunkt,Germany,category 5 railway station
Gronsdorf station,Gronsdorf,Haltepunkt,Germany,category 4 railway station
München-Obermenzing,Obermenzing,Haltepunkt,Germany,category 4 railway station
Berlin-Rummelsburg railway station,Rummelsburg,Haltepunkt,Germany,category 4 railway station
Munich Freiham station,Freiham,Haltepunkt,Germany,category 4 railway station
Zoo railway halt,Zoologischer Garten Halle,Haltepunkt,Germany,category 6 railway station
Dresden Freiberger Straße station,Freiberger Straße,Haltepunkt,Germany,category 5 railway station
Ottobrunn station,Ottobrunn,Haltepunkt,Germany,category 5 railway station
München-Leuchtenbergring station,Leuchtenbergring,Haltepunkt,Germany,category 4 railway station
Blumenkamp railway station,Blumenkamp,Haltepunkt,Germany,category 6 railway station
