col0,col1,col2,col3,col4,col5,col6,col7
Circinus Galaxy,J2000.0,astronomical radio source,Circinus,435,9.84,6.09,0.0014
NGC 4945,J2000.0,astronomical radio source,Centaurus,565,14.4,3.47,0.0009
Messier 77,J2000.0,astronomical radio source,Cetus,1138,8.87,19,0.00379
Sombrero Galaxy,J2000.0,edge-on galaxy,Virgo,1095,8,11.27,0.003413
Centaurus A,J2000.0,radio galaxy,Centaurus,552,6.84,3.66,0.0008
Circinus Galaxy,J2000.0,Seyfert galaxy,Circinus,435,9.84,6.09,0.0014
Messier 77,J2000.0,Seyfert galaxy,Cetus,1138,8.87,19,0.00379
Centaurus A,J2000.0,lenticular galaxy,Centaurus,552,6.84,3.66,0.0008
Circinus Galaxy,J2000.0,quasar,Circinus,435,9.84,6.09,0.0014
Messier 77,J2000.0,barred spiral galaxy,Cetus,1138,8.87,19,0.00379
NGC 7213,J2000.0,galaxy,Grus,1763,12.08,25.8,0.0058
NGC 4945,J2000.0,galaxy,Centaurus,565,14.4,3.47,0.0009
