col0,col1,col2,col3,col4
figure skating at the 1932 Winter Olympics – Pairs,figure skating at the 1932 Winter Olympics,figure skating at the 1928 Winter Olympics – Pairs,6.0 system,Herbert Clarke
figure skating at the 1932 Winter Olympics – ladies' singles,figure skating at the 1932 Winter Olympics,figure skating at the 1928 Winter Olympics – ladies' singles,6.0 system,Herbert Clarke
figure skating at the 1932 Winter Olympics – Pairs,figure skating at the 1932 Winter Olympics,figure skating at the 1928 Winter Olympics – Pairs,6.0 system,Georges Torchon
figure skating at the 1932 Winter Olympics – ladies' singles,figure skating at the 1932 Winter Olympics,figure skating at the 1928 Winter Olympics – ladies' singles,6.0 system,Georges Torchon
figure skating at the 2002 Winter Olympics – pairs,figure skating at the 2002 Winter Olympics,figure skating at the 1998 Winter Olympics – pairs,6.0 system,Marie-Reine Le Gougne
figure skating at the 2006 Winter Olympics – Men's singles,figure skating at the 2006 Winter Olympics,figure skating at the 2002 Winter Olympics – men,ISU Judging System,Jiang Yibing
figure skating at the 2010 Winter Olympics – Men's singles,figure skating at the 2010 Winter Olympics,figure skating at the 2006 Winter Olympics – Men's singles,ISU Judging System,Jiang Yibing
figure skating at the 1956 Winter Olympics – ladies' singles,figure skating at the 1956 Winter Olympics,figure skating at the 1952 Winter Olympics – ladies' singles,6.0 system,Mollie Phillips
figure skating at the 1968 Winter Olympics – ladies,figure skating at the 1968 Winter Olympics,figure skating at the 1964 Winter Olympics – ladies,6.0 system,Mollie Phillips
figure skating at the 1972 Winter Olympics – men,figure skating at the 1972 Winter Olympics,figure skating at the 1968 Winter Olympics – men,6.0 system,Mollie Phillips
figure skating at the 1948 Winter Olympics – pairs,figure skating at the 1948 Winter Olympics,figure skating at the 1936 Winter Olympics – Pairs,6.0 system,Mollie Phillips
figure skating at the 1968 Winter Olympics – pairs,figure skating at the 1968 Winter Olympics,figure skating at the 1964 Winter Olympics – pairs,6.0 system,Tatiana Tolmacheva
figure skating at the 1976 Winter Olympics – pairs,figure skating at the 1976 Winter Olympics,figure skating at the 1972 Winter Olympics – pairs,6.0 system,Valentin Piseev
figure skating at the 1972 Winter Olympics – ladies,figure skating at the 1972 Winter Olympics,figure skating at the 1968 Winter Olympics – ladies,6.0 system,Valentin Piseev
figure skating at the 2006 Winter Olympics – Ice dancing,figure skating at the 2006 Winter Olympics,figure skating at the 2002 Winter Olympics – ice dance,ISU Judging System,Linda Leaver
