col0,col1,col2,col3
Rhön Mountains,Germany,geotope,Bavaria
Eifel,Germany,geographic region,Belgium
Thuringian Forest,Germany,geographic region,Thuringia
Taunus,Germany,mountain range,Hesse
Eifel,Germany,mountain range,Belgium
Ardennes,Belgium,mountain range,Wallonia
Rhön Mountains,Germany,mountain range,Bavaria
Odenwald,Germany,mountain range,Bavaria
Thuringian Forest,Germany,mountain range,Thuringia
Bavarian Forest,Germany,mountain range,Bavaria
Ore Mountains,Germany,mountain range,Sächsische Schweiz-Osterzgebirge
Harz,Germany,mountain range,Osterode
Teutoburg Forest,Germany,forest,Lower Saxony
