col0,col1,col2,col3,col4,col5,col6
Cala es Murtar,15,Mahón,Mediterranean Sea,Spain,urban beach,Menorca
Es Macar Petit,20,Es Mercadal,Mediterranean Sea,Spain,black sand beach,Menorca
Es Macar Gran,22,Es Mercadal,Mediterranean Sea,Spain,black sand beach,Menorca
Caló d'Es Parral,10,Artà,Mediterranean Sea,Spain,black sand beach,Majorca
Platja Gran,20,Es Mercadal,Mediterranean Sea,Spain,black sand beach,Menorca
Cala Tuent,55,Escorca,Mediterranean Sea,Spain,black sand beach,Majorca
Cap des Bou,10,Alcúdia,Mediterranean Sea,Spain,black sand beach,Majorca
Sa Marina d'Alcudia,30,Alcúdia,Mediterranean Sea,Spain,black sand beach,Majorca
Cala Morella Nou,60,Mahón,Mediterranean Sea,Spain,black sand beach,Menorca
Cala Caldés,30,Mahón,Mediterranean Sea,Spain,black sand beach,Menorca
Cala es Murtar,15,Mahón,Mediterranean Sea,Spain,black sand beach,Menorca
