col0,col1,col2,col3,col4,col5
2001 Vuelta a Guatemala,Vuelta a Guatemala,2002 Vuelta a Guatemala,Gregorio Ladino,Guatemala,2001-01-01
2000 Vuelta a Guatemala,Vuelta a Guatemala,2001 Vuelta a Guatemala,Gregorio Ladino,Guatemala,2000-01-01
1999 Vuelta a Guatemala,Vuelta a Guatemala,2000 Vuelta a Guatemala,Fernando Wilfredo Escobar,Guatemala,1999-01-01
1998 Vuelta a Guatemala,Vuelta a Guatemala,1999 Vuelta a Guatemala,Ismael Sarmiento,Guatemala,1998-01-01
1997 Vuelta a Guatemala,Vuelta a Guatemala,1998 Vuelta a Guatemala,John Lieswyn,Guatemala,1997-01-01
1996 Vuelta a Guatemala,Vuelta a Guatemala,1997 Vuelta a Guatemala,Ismael Sarmiento,Guatemala,1996-01-01
1995 Vuelta a Guatemala,Vuelta a Guatemala,1996 Vuelta a Guatemala,Ismael Sarmiento,Guatemala,1995-01-01
1994 Vuelta a Guatemala,Vuelta a Guatemala,1995 Vuelta a Guatemala,José Ibáñez,Guatemala,1994-01-01
1993 Vuelta a Guatemala,Vuelta a Guatemala,1994 Vuelta a Guatemala,José Castelblanco,Guatemala,1993-01-01
1992 Vuelta a Guatemala,Vuelta a Guatemala,1993 Vuelta a Guatemala,José Castelblanco,Guatemala,1992-01-01
