col0,col1,col2,col3
Nepal,partly free country,230,Mother and Motherland are Greater than Heaven
Pakistan,partly free country,230,"Iman, Ittihad, Nazm"
Papua New Guinea,partly free country,240,Unity in Diversity
South Africa,free country,230,Unity in Diversity
Uruguay,free country,220,Liberty or Death
Czech Republic,free country,230,Truth prevails
Argentina,free country,220,En unión y libertad
Switzerland,free country,230,"Unus pro omnibus, omnes pro uno"
Kenya,partly free country,240,Harambee
Bulgaria,free country,230,Unity makes strength
