col0,col1,col2,col3
Cruzeiro do Curro,"Ponte da Barca, Vila Nova de Muía e Paço Vedro de Magalhães",wayside cross,heritage without legal protection
Cruzeiro de São Gregório,Cristoval,wayside cross,National Monument of Portugal
Cruzeiro de São Julião,Vila e Roussas,wayside cross,National Monument of Portugal
Cruzeiro de Venade,Venade e Azevedo,wayside cross,Immovable Cultural Heritage of Public Interest
Cruzeiro do Senhor dos Milagres,Arcos de Valdevez (São Paio) e Giela,wayside cross,Immovable Cultural Heritage of Municipal Interest
Cruz das Vendas,Azeitão,wayside cross,National Monument of Portugal
Cruzeiro do Cartaxo,Cartaxo e Vale da Pinta,wayside cross,National Monument of Portugal
Cruzeiro de Azurara,Azurara,wayside cross,Immovable Cultural Heritage of Public Interest
Cruzeiro de Valongo,Valongo,wayside cross,National Monument of Portugal
Cruzeiro de Cete,Cete,wayside cross,Immovable Cultural Heritage of Public Interest
Cruzeiro de Leça do Balio,"Custóias, Leça do Balio e Guifões",wayside cross,National Monument of Portugal
Cruzeiro do Senhor da Boa Passagem,Marco,wayside cross,Immovable Cultural Heritage of Public Interest
Cruzeiro de Felgueiras,Pombeiro de Ribavizela,wayside cross,Immovable Cultural Heritage of Public Interest
Cruzeiro do Bom Jesus de Barrosas,Idães,wayside cross,Immovable Cultural Heritage of Public Interest
Cruzeiro de São Bernardo,Sé e São Lourenço,wayside cross,National Monument of Portugal
