col0,col1,col2,col3,col4
"Taghzout, Morocco",966,Al Hoceïma Province,rural commune of Morocco,UTC±00:00
Tafraouten,1610,Taroudant Province,rural commune of Morocco,UTC±00:00
Tafingoult,1217,Taroudant Province,rural commune of Morocco,UTC±00:00
Sidi Mzal,517,Taroudant Province,rural commune of Morocco,UTC±00:00
Sidi Moussa Lhamri,2631,Taroudant Province,rural commune of Morocco,UTC±00:00
Sidi Hsaine,1391,Taroudant Province,rural commune of Morocco,UTC±00:00
Sidi Dahmane,2427,Taroudant Province,rural commune of Morocco,UTC±00:00
Sidi Boumoussa,3557,Taroudant Province,rural commune of Morocco,UTC±00:00
Sidi Boaal,774,Taroudant Province,rural commune of Morocco,UTC±00:00
Sidi Ahmed Ou Amar,3103,Taroudant Province,rural commune of Morocco,UTC±00:00
Sidi Ahmed Ou Abdallah,911,Taroudant Province,rural commune of Morocco,UTC±00:00
Sidi Abdellah Ou Said,662,Taroudant Province,rural commune of Morocco,UTC±00:00
Ouneine,1486,Taroudant Province,rural commune of Morocco,UTC±00:00
