col0,col1,col2,col3,col4,col5
Ravalli County,Hamilton,Antonio Ravalli,county of Montana,United States of America,Montana
Roosevelt County,Wolf Point,Theodore Roosevelt,county of Montana,United States of America,Montana
Jefferson County,Boulder,Thomas Jefferson,county of Montana,United States of America,Montana
Toole County,Shelby,Joseph Toole,county of Montana,United States of America,Montana
Lake County,Polson,Flathead Lake,county of Montana,United States of America,Montana
Fergus County,Lewistown,James Fergus,county of Montana,United States of America,Montana
Teton County,Choteau,Teton Range,county of Montana,United States of America,Montana
Prairie County,Terry,prairie,county of Montana,United States of America,Montana
Lewis and Clark County,Helena,Meriwether Lewis,county of Montana,United States of America,Montana
Park County,Livingston,Yellowstone National Park,county of Montana,United States of America,Montana
Petroleum County,Winnett,petroleum,county of Montana,United States of America,Montana
