col0,col1,col2,col3,col4,col5,col6,col7
1983 Nordic Badminton Championships,1984 Nordic Badminton Championships,WikiProject Badminton/tournament focus list,badminton,1982 Nordic Badminton Championships,Helsinki,Nordic Badminton Championships,1983-01-01
1976 Nordic Badminton Championships,1977 Nordic Badminton Championships,WikiProject Badminton/tournament focus list,badminton,1975 Nordic Badminton Championships,Reykjavík,Nordic Badminton Championships,1976-01-01
1975 Nordic Badminton Championships,1976 Nordic Badminton Championships,WikiProject Badminton/tournament focus list,badminton,1974 Nordic Badminton Championships,Stockholm,Nordic Badminton Championships,1975-01-01
1972 Nordic Badminton Championships,1973 Nordic Badminton Championships,WikiProject Badminton/tournament focus list,badminton,1971 Nordic Badminton Championships,Copenhagen,Nordic Badminton Championships,1972-01-01
1984 Nordic Badminton Championships,1985 Nordic Badminton Championships,WikiProject Badminton/tournament focus list,badminton,1983 Nordic Badminton Championships,Fjellhamar,Nordic Badminton Championships,1984-01-01
1973 Nordic Badminton Championships,1974 Nordic Badminton Championships,WikiProject Badminton/tournament focus list,badminton,1972 Nordic Badminton Championships,Helsinki,Nordic Badminton Championships,1973-01-01
1968 Nordic Badminton Championships,1969 Nordic Badminton Championships,WikiProject Badminton/tournament focus list,badminton,1967 Nordic Badminton Championships,Copenhagen,Nordic Badminton Championships,1968-01-01
1966 Nordic Badminton Championships,1967 Nordic Badminton Championships,WikiProject Badminton/tournament focus list,badminton,1965 Nordic Badminton Championships,Sandefjord,Nordic Badminton Championships,1966-01-01
1965 Nordic Badminton Championships,1966 Nordic Badminton Championships,WikiProject Badminton/tournament focus list,badminton,1964 Nordic Badminton Championships,Helsinki,Nordic Badminton Championships,1965-01-01
1980 Nordic Badminton Championships,1981 Nordic Badminton Championships,WikiProject Badminton/tournament focus list,badminton,1979 Nordic Badminton Championships,Stockholm,Nordic Badminton Championships,1980-01-01
1969 Nordic Badminton Championships,1970 Nordic Badminton Championships,WikiProject Badminton/tournament focus list,badminton,1968 Nordic Badminton Championships,Helsinki,Nordic Badminton Championships,1969-01-01
1995 Nordic Badminton Championships,1997 Nordic Badminton Championships,WikiProject Badminton/tournament focus list,badminton,1992 Nordic Badminton Championships,Reykjavík,Nordic Badminton Championships,1995-01-01
1979 Nordic Badminton Championships,1980 Nordic Badminton Championships,WikiProject Badminton/tournament focus list,badminton,1978 Nordic Badminton Championships,Tromsø municipality,Nordic Badminton Championships,1979-01-01
