col0,col1,col2,col3,col4
NGC 961,Édouard Stephan,J2000.0,NGC 1051,1297
NGC 1667,Édouard Stephan,J2000.0,NGC 1689,4496.9
NGC 1040-1,Édouard Stephan,J2000.0,NGC 1053,4709.8
NGC 6689,Heinrich Louis d'Arrest,J2000.0,NGC 6690,489
NGC 4351,Heinrich Louis d'Arrest,J2000.0,NGC 4354,2320
NGC 4882,Heinrich Louis d'Arrest,J2000.0,NGC 4886,6350
NGC 3966,Heinrich Louis d'Arrest,J2000.0,NGC 3986,3262
NGC 5841,Heinrich Louis d'Arrest,J2000.0,NGC 5848,1257
NGC 4562,Wilhelm Tempel,J2000.0,NGC 4565A,1352
NGC 6549,Albert Marth,J2000.0,NGC 6550,6689
NGC 6117,Albert Marth,J2000.0,NGC 6117A,8567
NGC 3526,Albert Marth,J2000.0,NGC 3531,1420
NGC 4186,Wilhelm Tempel,J2000.0,NGC 4192B,7879
NGC 5100-1,Albert Marth,J2000.0,NGC 5106,9576
NGC 7374,Albert Marth,J2000.0,NGC 7374A,7090
