col0,col1,col2,col3,col4
2015 UEFA Women's Champions League Final,Friedrich-Ludwig-Jahn-Sportpark,2014–15 UEFA Women's Champions League,women's association football,2015-05-14
2015 FIFA Women's World Cup Final,BC Place,2015 FIFA Women's World Cup,women's association football,2015-07-05
1997 FA Women's Cup Final,Boleyn Ground,1996–97 FA Women's Cup,women's association football,1997-05-04
1994 FA Women's Cup Final,Glanford Park,1993–94 FA Women's Cup,women's association football,1994-04-24
1995 FIFA Women's World Cup Final,Råsunda Stadium,1995 FIFA Women's World Cup,women's association football,1995-06-18
1999 FIFA Women's World Cup Final,Rose Bowl,1999 FIFA Women's World Cup,women's association football,1999-07-10
1991 FIFA Women's World Cup Final,Tianhe Stadium,1991 FIFA Women's World Cup,women's association football,1991-11-30
2010 FA Women's Cup Final,City Ground,2009–10 FA Women's Cup,women's association football,2010-05-03
2012 FA Women's Cup Final,Ashton Gate Stadium,2011–12 FA Women's Cup,women's association football,2012-05-26
2011 Challenge de France Final,Stade de la Pépinière,2010–11 Challenge de France,women's association football,2011-05-21
2010 Challenge de France Final,Stade Robert Bobin,2009–10 Challenge de France,women's association football,2010-05-23
2011 UEFA Women's Champions League Final,Craven Cottage,2010–11 UEFA Women's Champions League,women's association football,2011-05-26
2010 UEFA Women's Champions League Final,Coliseum Alfonso Pérez,2009–10 UEFA Women's Champions League,women's association football,2010-05-20
2007 FIFA Women's World Cup Final,Hongkou Football Stadium,2007 FIFA Women's World Cup,women's association football,2007-09-30
2011 FIFA Women's World Cup Final,Commerzbank-Arena,2011 FIFA Women's World Cup,women's association football,2011-01-01
