col0,col1,col2,col3
Hartford Seminary Foundation,Hartford Seminary,place listed on the National Register of Historic Places,United States of America
Augustana College Historic Buildings,Augustana University,place listed on the National Register of Historic Places,United States of America
Montana State University Historic District,Montana State University - Bozeman,place listed on the National Register of Historic Places,United States of America
John Carroll University North Quad Historic District,John Carroll University,place listed on the National Register of Historic Places,United States of America
University of Louisville Belknap Campus,University of Louisville,place listed on the National Register of Historic Places,United States of America
San Francisco State Teacher's College,San Francisco State University,place listed on the National Register of Historic Places,United States of America
North Campus of the City College of New York,City College of New York,place listed on the National Register of Historic Places,United States of America
The University of Southern Mississippi Historic District,University of Southern Mississippi,place listed on the National Register of Historic Places,United States of America
Emory University District,Emory University,place listed on the National Register of Historic Places,United States of America
Tze-Chiang South Building of Tuku Junior High School,Tuku Junior High School,Historic Building of Taiwan,Taiwan
