col0,col1,col2,col3
Pivka,cultural heritage site in Slovenia,554,Slovenia
Nadlesk,cultural heritage site in Slovenia,580.3,Slovenia
Grajska Vas,cultural heritage site in Slovenia,287.1,Slovenia
Voklo,cultural heritage site in Slovenia,372,Slovenia
Kozarišče,cultural heritage site in Slovenia,579.6,Slovenia
Mengeš,cultural heritage site in Slovenia,324,Slovenia
Pudob,cultural heritage site in Slovenia,582.1,Slovenia
Sedraž,cultural heritage site in Slovenia,395,Slovenia
Jesenice,border town,585,Slovenia
Matena,human settlement,285.7,Slovenia
Malija,human settlement,225,Slovenia
"Loče, Slovenske Konjice",human settlement,274,Slovenia
