col0,col1,col2,col3
HD 46106,21.5,92,NGC 2244
HD 70958,96.87,47.5,** TOK 20
V830 Tauri,13.45,32,Taurus Molecular Cloud
Rigel,17.8,37,Winter Hexagon
HD 36960,27.7,22,HD 36959
alf Com A,-17.7,20.5,Alpha Comae Berenices
Pi3 Orionis,22.54,18.5,Pi Orionis
HD 112196,-0.23,17.47,Ursa Major Moving Group
Sigma Coronae Borealis AB,-14.69,13,Sigma Coronae Borealis
Kappa Reticuli,13.33,13.5,** HJ 3580
Rho3 Arietis,12.59,15,Rho Arietis
Gliese 174,0.55,10.8,Ursa Major Moving Group
HD 27685,46.02,11,Hyades Stream
