col0,col1,col2,col3,col4
Décharge du Lac des Joncs,394,Rivière Arnold,Canada,Lake Mégantic
Pegnitz,285,Langwassergraben,Germany,Regnitz
Utosjoki,91,Potkunjoki,Finland,Utajärvi
Barcău River,85,Valea Lacului River,Hungary,Crișul Repede River
Cardener,173,Riera de Navel,Spain,Llobregat
Pall,259,Tontelange,Belgium,Attert
Ripoll,55,torrent de Can Duran,Spain,Besòs
barranc de Viu,831,barranc d'Adons,Spain,Riuet del Convent
Crișul Alb River,80,Junc River,Hungary,Körös River
Barcău River,85,Inot River,Hungary,Crișul Repede River
Pegnitz,285,Röthenbach,Germany,Regnitz
Crișul Alb River,80,Topasca River,Hungary,Körös River
