col0,col1,col2,col3
Palmer Trigonometrical Station,listed on the Australian Capital Territory Heritage Register,triangulation station,Australia
Station 22 Reust,Kulturdenkmal,triangulation station,Germany
Station 21 Röden,Kulturdenkmal,triangulation station,Germany
Station 7 Porsberg,Kulturdenkmal,triangulation station,Germany
Station 15 Fichtelberg,Kulturdenkmal,triangulation station,Germany
Station 90 Waldkirchen,Kulturdenkmal,triangulation station,Germany
Station 68 Galgenberge,Kulturdenkmal,triangulation station,Germany
Station 35 Weida,Kulturdenkmal,triangulation station,Germany
Station 31 Baselitz,Kulturdenkmal,triangulation station,Germany
Station 30 Großdobritz,Kulturdenkmal,triangulation station,Germany
Station 32 Basisende Quersa,Kulturdenkmal,triangulation station,Germany
Station 11 Strauch,Kulturdenkmal,triangulation station,Germany
Albertturm Station 18 Collm,Kulturdenkmal,triangulation station,Germany
Station 105 Dürrenberg,Kulturdenkmal,triangulation station,Germany
Station 52 Grossenberg,Kulturdenkmal,triangulation station,Germany
