col0,col1,col2,col3
1983 Edgbaston Cup,1984 Edgbaston Cup,1982 Edgbaston Cup,1983-06-06
1984 Edgbaston Cup,1985 Edgbaston Cup,1983 Edgbaston Cup,1984-06-11
2008 DFS Classic,2009 AEGON Classic,2007 DFS Classic,2008-07-07
1997 DFS Classic,1998 DFS Classic,1996 DFS Classic,1997-06-09
2009 AEGON Classic,2010 AEGON Classic,2008 DFS Classic,2009-07-08
2010 AEGON Classic,2011 AEGON Classic,2009 AEGON Classic,2010-07-07
2005 DFS Classic,2006 DFS Classic,2004 DFS Classic,2005-06-04
1999 DFS Classic,2000 DFS Classic,1998 DFS Classic,1999-06-07
1994 DFS Classic,1995 DFS Classic,1993 DFS Classic,1994-06-06
1988 Dow Classic,1989 Dow Classic,1987 Dow Chemical Classic,1988-06-06
