col0,col1,col2,col3
Eternal Call,epic film,Anatoli Ivanov,1976-06-02
Young Wolfhound,fantasy film,Alyona Zvantsova,2006-01-01
The Adventures of the Elektronic,musical,Yevgeny Veltistov,1980-03-23
Goya,costume drama,Antonio Isasi-Isasmendi,1985-05-13
Lo que el tiempo nos dejó,historical television series,Mario Segade,2010-09-01
Il segno del comando,sceneggiato,Giuseppe D'Agata,1971-01-01
The Idiot,drama film,Vladimir Bortko,2003-05-12
Mr Selfridge,drama film,Andrew Davies,2013-01-06
The White Stone,film adaptation,Gunnel Linde,1973-10-05
Goya,costume drama,Antonio Larreta,1985-05-13
Hatfields & McCoys,television drama,Ronald Parker,2012-05-28
Mysteriet på Greveholm,Nordic Christmas calendar,Jesper Harrie,1996-01-01
Hatfields & McCoys,television drama,Bill Kerby,2012-05-28
Ben Hur,historical film,Alan Sharp,2013-03-31
