col0,col1,col2,col3
Miss Universe Canada 2019,55,2019-08-17,Miss Universe 2019
Miss Universe Japan 2019,40,2019-08-22,Miss Universe 2019
Mexicana Universal 2019,32,2019-06-23,Miss Universe 2019
Señorita Panamá 2019,24,2019-06-20,Miss Universe 2019
Miss Bolivia 2019,22,2019-06-29,Miss Universe 2019
Miss Russia 2019,50,2019-04-13,Miss Universe 2019
Miss Ecuador 2019,21,2019-07-19,Miss Universe 2019
Miss Costa Rica 2019,9,2019-07-19,Miss Universe 2019
Miss Universe Puerto Rico 2019,29,2019-06-13,Miss Universe 2019
Miss Nepal 2019,26,2019-05-09,Miss Universe 2019
Binibining Pilipinas 2019,40,2019-06-09,Miss Universe 2019
