col0,col1,col2,col3
Thomas Jefferson Building,government building,Independence Avenue,Southeast
Bavarian State Library,United Nations Depository Library,Ludwigstrasse,Munich
Haarlem central public library,library branch,Gasthuisstraat,Oude Stad
"Mariënburg public library, Nijmegen",library branch,Mariënburg,Nijmegen
Almere Stad public library,library branch,Stadhuisplein,Almere Stad
London Library,subscription library,St James's Square,"15, St James's Square SW1"
Almere Stad public library,headquarters,Stadhuisplein,Almere Stad
Gasteig,performing arts center,Rosenheimer Straße,Haidhausen
Bavarian State Library,universal library,Ludwigstrasse,Munich
Gasteig,arts centre,Rosenheimer Straße,Haidhausen
