col0,col1,col2,col3
holmium-144,terbium-143,77,1154461.968
holmium-143,terbium-142,76,1143857
holmium-142,terbium-141,75,1131030
holmium-175,erbium-175,108,1403325
holmium-174,erbium-174,107,1397742
holmium-173,erbium-173,106,1393342
holmium-172,erbium-172,105,1387352
holmium-171,erbium-171,104,1382296.968
holmium-170,erbium-170,103,1375945.32
holmium-169,erbium-169,102,1370432.492
holmium-168,erbium-168,101,1363625.256
holmium-167,erbium-167,100,1357773.293
holmium-166,erbium-166,99,1350492.834
