col0,col1,col2,col3
Appliqué inv. 848,Arenys de Mar Museum,Arenys de Mar Museum,linen
Appliqué inv. 3638,Arenys de Mar Museum,Arenys de Mar Museum,bobbin lace
Appliqué inv. 3604,Arenys de Mar Museum,Arenys de Mar Museum,bobbin lace
Appliqué inv. 3596,Arenys de Mar Museum,Arenys de Mar Museum,bobbin lace
Appliqué inv. 3580,Arenys de Mar Museum,Arenys de Mar Museum,bobbin lace
Appliqué inv. 3564,Arenys de Mar Museum,Arenys de Mar Museum,bobbin lace
Appliqué  inv. 2757,Arenys de Mar Museum,Arenys de Mar Museum,bobbin lace
Appliqué inv. 853,Arenys de Mar Museum,Arenys de Mar Museum,bobbin lace
Appliqué inv. 850,Arenys de Mar Museum,Arenys de Mar Museum,bobbin lace
Appliqué inv. 848,Arenys de Mar Museum,Arenys de Mar Museum,bobbin lace
Appliqué inv. 739,Arenys de Mar Museum,Arenys de Mar Museum,bobbin lace
Appliqué inv. 734,Arenys de Mar Museum,Arenys de Mar Museum,bobbin lace
Appliqué inv. 733,Arenys de Mar Museum,Arenys de Mar Museum,bobbin lace
Appliqué inv. 729,Arenys de Mar Museum,Arenys de Mar Museum,bobbin lace
