col0,col1,col2,col3,col4,col5,col6
2018 Hungarian Ladies Open,2018 Hungarian Ladies Open – Singles,2019 Hungarian Ladies Open,2018-01-01,Hungary,2018-02-19,2018-02-25
2017 Hungarian Ladies Open,2017 Hungarian Ladies Open – Singles,2018 Hungarian Ladies Open,2017-01-01,Hungary,2017-02-20,2017-02-26
2013 Budapest Grand Prix,2013 Budapest Grand Prix – Singles,2017 Hungarian Ladies Open,2013-01-01,Hungary,2013-07-07,2013-07-14
2012 Budapest Grand Prix,2012 Budapest Grand Prix – Doubles,2013 Budapest Grand Prix,2012-01-01,Hungary,2012-04-30,2012-05-05
2004 Budapest Grand Prix,2004 Budapest Grand Prix – Singles,2005 Budapest Grand Prix,2004-01-01,Hungary,2004-04-24,2004-05-02
2001 Colortex Budapest Grand Prix,2001 Colortex Budapest Grand Prix – Doubles,2002 Budapest Grand Prix,2001-01-01,Hungary,2001-04-14,2001-04-22
1999 Westel 900 Budapest Open,1999 Westel 900 Budapest Open – Doubles,2000 Westel 900 Budapest Open,1999-01-01,Hungary,1999-04-17,1999-04-25
1997 Budapest Lotto Open,1997 Budapest Lotto Open – Doubles,1998 Budapest Lotto Open,1997-01-01,Hungary,1997-04-22,1997-04-27
2008 Budapest Grand Prix,2008 Budapest Grand Prix – Singles,2009 GDF Suez Grand Prix,2008-01-01,Hungary,2008-07-07,2008-07-13
1996 Budapest Lotto Open,1996 Budapest Lotto Open – Singles,1997 Budapest Lotto Open,1996-01-01,Hungary,1996-05-04,1996-05-12
2011 Poli-Farbe Budapest Grand Prix,2011 Poli-Farbe Budapest Grand Prix – Doubles,2012 Budapest Grand Prix,2011-01-01,Hungary,2011-07-02,2011-07-10
2010 GDF Suez Grand Prix,2010 GDF SUEZ Grand Prix – Singles,2011 Poli-Farbe Budapest Grand Prix,2010-01-01,Hungary,2010-07-05,2010-07-11
2007 Budapest Grand Prix,2007 GDF SUEZ Grand Prix – Doubles,2008 Budapest Grand Prix,2007-01-01,Hungary,2007-04-23,2007-04-29
