col0,col1,col2,col3,col4,col5,col6,col7
RETRACTED: Dexamethasone for the prevention of nausea and vomiting after dilatation and curettage: a randomized controlled trial.,RETRACTED: Dexamethasone for the prevention of nausea and vomiting after dilatation and curettage: a randomized controlled trial.,dexamethasone,retracted paper,Yoshitaka Fujii,2002-01-01,Obstetrics and Gynecology,English
Light-controlled resistive switching memory of multiferroic BiMnO3 nanowire arrays.,Light-controlled resistive switching memory of multiferroic BiMnO3 nanowire arrays.,nanowire,retracted paper,Chang Ming Li,2015-03-01,Physical Chemistry Chemical Physics,English
"RETRACTED: Randomized clinical trial of granisetron, droperidol and metoclopramide for the treatment of nausea and vomiting after laparoscopic cholecystectomy.","RETRACTED: Randomized clinical trial of granisetron, droperidol and metoclopramide for the treatment of nausea and vomiting after laparoscopic cholecystectomy.",cholecystectomy,retracted paper,Yoshitaka Fujii,2000-03-01,British Journal of Surgery,English
RETRACTED: Granisetron/dexamethasone combination for the prevention of postoperative nausea and vomiting after laparoscopic cholecystectomy.,RETRACTED: Granisetron/dexamethasone combination for the prevention of postoperative nausea and vomiting after laparoscopic cholecystectomy.,dexamethasone,retracted paper,Yoshitaka Fujii,2000-01-01,European Journal of Anaesthesiology,English
RETRACTED: Middle cerebral arterial blood flow velocity increases during laparoscopic cholecystectomy.,RETRACTED: Middle cerebral arterial blood flow velocity increases during laparoscopic cholecystectomy.,cholecystectomy,retracted paper,Yoshitaka Fujii,1994-01-01,Anesthesia & Analgesia,English
"RETRACTED: Anti-emetic efficacy of prophylactic granisetron, droperidol and metoclopramide in the prevention of nausea and vomiting after laparoscopic cholecystectomy: a randomized, double-blind, placebo-controlled trial.","RETRACTED: Anti-emetic efficacy of prophylactic granisetron, droperidol and metoclopramide in the prevention of nausea and vomiting after laparoscopic cholecystectomy: a randomized, double-blind, placebo-controlled trial.",cholecystectomy,retracted paper,Yoshitaka Fujii,1998-03-01,European Journal of Anaesthesiology,English
RETRACTED: Inspired oxygen fraction of 0.8 compared with 0.4 does not further reduce postoperative nausea and vomiting in dolasetron-treated patients undergoing laparoscopic cholecystectomy.,RETRACTED: Inspired oxygen fraction of 0.8 compared with 0.4 does not further reduce postoperative nausea and vomiting in dolasetron-treated patients undergoing laparoscopic cholecystectomy.,cholecystectomy,retracted paper,Joachim Boldt,2006-09-08,British Journal of Anaesthesia,English
RETRACTED: Semi-invasive monitoring of cardiac output by a new device using arterial pressure waveform analysis: a comparison with intermittent pulmonary artery thermodilution in patients undergoing cardiac surgery.,RETRACTED: Semi-invasive monitoring of cardiac output by a new device using arterial pressure waveform analysis: a comparison with intermittent pulmonary artery thermodilution in patients undergoing cardiac surgery.,patient,retracted paper,Joachim Boldt,2007-01-11,British Journal of Anaesthesia,English
RETRACTED: Bispectral index-guided general anesthesia in combination with thoracic epidural analgesia reduces recovery time in fast-track colon surgery.,RETRACTED: Bispectral index-guided general anesthesia in combination with thoracic epidural analgesia reduces recovery time in fast-track colon surgery.,epidural anesthesia,retracted paper,Joachim Boldt,2007-05-01,Anesthesia & Analgesia,English
"RETRACTED: Granisetron, droperidol, and metoclopramide for preventing postoperative nausea and vomiting after thyroidectomy.","RETRACTED: Granisetron, droperidol, and metoclopramide for preventing postoperative nausea and vomiting after thyroidectomy.",postoperative nausea and vomiting,scientific article,Yoshitaka Fujii,1999-04-01,The Laryngoscope,English
RETRACTED: Granisetron/dexamethasone combination for reducing nausea and vomiting during and after spinal anesthesia for cesarean section.,RETRACTED: Granisetron/dexamethasone combination for reducing nausea and vomiting during and after spinal anesthesia for cesarean section.,cesarean section,scientific article,Yoshitaka Fujii,1999-06-01,Anesthesia & Analgesia,English
RETRACTED: Prophylactic therapy with combined granisetron and dexamethasone for the prevention of post-operative vomiting in children.,RETRACTED: Prophylactic therapy with combined granisetron and dexamethasone for the prevention of post-operative vomiting in children.,dexamethasone,scientific article,Yoshitaka Fujii,1999-06-01,European Journal of Anaesthesiology,English
RETRACTED: Comparison of ramosetron and granisetron for preventing postoperative nausea and vomiting after gynecologic surgery.,RETRACTED: Comparison of ramosetron and granisetron for preventing postoperative nausea and vomiting after gynecologic surgery.,postoperative nausea and vomiting,scientific article,Yoshitaka Fujii,1999-08-01,Anesthesia & Analgesia,English
"RETRACTED: Granisetron, droperidol, and metoclopramide for the treatment of established postoperative nausea and vomiting in women undergoing gynecologic surgery.","RETRACTED: Granisetron, droperidol, and metoclopramide for the treatment of established postoperative nausea and vomiting in women undergoing gynecologic surgery.",postoperative nausea and vomiting,scientific article,Yoshitaka Fujii,2000-01-01,American Journal of Obstetrics and Gynecology,English
