col0,col1,col2,col3
2016 French National Road Race Championships,2016-06-26,French National Road Race Championships,road bicycle racing
2017 Danish National Time Trial Championships,2017-06-22,Danish National Time Trial Championships,road bicycle racing
2016 United States National Time Trial Championships,2016-05-27,United States National Time Trial Championships,cycle sport
2017 New Zealand National Time Trial Championships,2017-01-06,New Zealand National Time Trial Championships,cycle sport
2017 Australian National Under-23 Time Trial Championships,2017-01-05,Australian National Under-23 Time Trial Championships,cycle sport
2017 Australian National Time Trial Championships,2017-01-05,Australian National Time Trial Championships,cycle sport
2017 Australian Road Race Championships,2017-01-08,Australian Road Race Championships,cycle sport
2017 Danish National Time Trial Championships,2017-06-22,CN,road bicycle racing
2017 Danish National Road Race Championships,2017-01-01,CN,road bicycle racing
2017 New Zealand National Road Race Championships,2017-01-07,CN,road bicycle racing
