col0,col1,col2,col3,col4
1926 World Table Tennis Championships,London,United Kingdom of Great Britain and Ireland,1926-12-11,1926-12-06
1932 World Table Tennis Championships,Prague,First Czechoslovak Republic,1932-01-30,1932-01-25
1975 World Table Tennis Championships,Kolkata,India,1975-02-16,1975-02-06
1987 World Table Tennis Championships,New Delhi,India,1987-03-01,1987-02-19
1979 World Table Tennis Championships,Pyongyang,North Korea,1979-05-06,1979-04-25
1953 World Table Tennis Championships,Bucharest,Romania,1953-03-29,1953-03-20
1969 World Table Tennis Championships,Munich,Germany,1969-04-27,1969-04-17
1989 World Table Tennis Championships,Dortmund,Germany,1989-04-09,1989-03-29
1930 World Table Tennis Championships,Berlin,Germany,1930-01-26,1930-01-21
1997 World Table Tennis Championships,Manchester,United Kingdom,1997-05-05,1997-04-24
