col0,col1,col2,col3
Station 44 Kottmar,Kottmar,Germany,Royal Saxon triangulation network
Station 112 Wachberg,Burghausen,Germany,Royal Saxon triangulation network
Station 40 Schanzberg,Mittelherwigsdorf,Germany,Royal Saxon triangulation network
Station 3 Jauernick,Markersdorf,Germany,Royal Saxon triangulation network
Station 41 Hutberg,Schönau-Berzdorf,Germany,Royal Saxon triangulation network
Station 42 Rothstein,Rosenbach,Germany,Royal Saxon triangulation network
Station 2 Nostitzhöhe,Hohendubrau,Germany,Royal Saxon triangulation network
Station 43 Spitzberg,Oderwitz,Germany,Royal Saxon triangulation network
Station 39 Strassberg,Zittau,Germany,Royal Saxon triangulation network
Station 45 Taubenberg,Sohland an der Spree,Germany,Royal Saxon triangulation network
Station 1 Oßling,Oßling,Germany,Royal Saxon triangulation network
Station 6 Valtenberg,Neukirch/Lausitz,Germany,Royal Saxon triangulation network
Station 29 Buchberg,Laußnitz,Germany,Royal Saxon triangulation network
