col0,col1,col2,col3,col4,col5,col6
Province of Bologna,Metropolitan City of Bologna,3702,Bologna,Italy,Province of Ferrara,2014-12-31
province of Milan,Metropolitan City of Milan,1575.65,Milan,Italy,Province of Cremona,2014-12-31
Province of Reggio Calabria,Metropolitan City of Reggio Calabria,3210.37,Reggio Calabria,Italy,Province of Catanzaro,2014-12-31
Province of Carbonia-Iglesias,Province of South Sardinia,1494.95,Carbonia,Italy,Province of Cagliari,2016-02-23
Province of Ogliastra,Province of Nuoro,1854.24,Lanusei,Italy,Province of Cagliari,2016-02-04
Province of Medio Campidano,Province of South Sardinia,1516.19,Villacidro,Italy,Province of Cagliari,2016-02-04
Province of Bari,Metropolitan City of Bari,3825,Bari,Italy,Province of Brindisi,2014-12-31
Province of Florence,Metropolitan City of Florence,3514,Florence,Italy,Province of Bologna,2014-12-31
province of Milan,Metropolitan City of Milan,1575.65,Milan,Italy,Province of Bergamo,2014-12-31
Province of Bari,Metropolitan City of Bari,3825,Bari,Italy,Province of Barletta-Andria-Trani,2014-12-31
