col0,col1,col2,col3,col4,col5
2019 Russian Junior Figure Skating Championships - men's singles short program,figure skating rules starting from the 2018-2019 season,Figure Skating Federation of Russia,junior,short program,Olga Markova
2018 European Figure Skating Championships - ladies' singles short program,ISU Judging System,International Skating Union,senior,short program,Makoto Okazaki
2018 European Figure Skating Championships - men's singles short program,ISU Judging System,International Skating Union,senior,short program,Natalia Lebedeva
2019 United States Figure Skating Championships - senior pair skating short program,figure skating rules starting from the 2018-2019 season,U.S. Figure Skating,senior,short program,Scott Wendland
2019 United States Figure Skating Championships - senior ladies' singles short program,figure skating rules starting from the 2018-2019 season,U.S. Figure Skating,senior,short program,Terry Kubicka
2019 United States Figure Skating Championships - senior men's singles short program,figure skating rules starting from the 2018-2019 season,U.S. Figure Skating,senior,short program,Lorrie Parker
2019 European Figure Skating Championships - pair skating short program,figure skating rules starting from the 2018-2019 season,International Skating Union,senior,short program,Anna Sierocka
2019 European Figure Skating Championships - ladies' singles short program,figure skating rules starting from the 2018-2019 season,International Skating Union,senior,short program,Hermi Ottemann
2019 European Figure Skating Championships - men's singles short program,figure skating rules starting from the 2018-2019 season,International Skating Union,senior,short program,Jan Čejvan
2018-2019 Slovenian Figure Skating Championships - senior ladies' singles short program,figure skating rules starting from the 2018-2019 season,Slovene Skating Union,senior,short program,Jan Čejvan
2018 Latvian Figure Skating Championships - senior ladies' singles short program,figure skating rules starting from the 2018-2019 season,Latvian Skating Association,senior,short program,Artem Knyazev
2018-2019 Finnish Figure Skating Championships - senior ladies' singles short program,figure skating rules starting from the 2018-2019 season,Finnish Figure Skating Association,senior,short program,Pekka Leskinen
2018 CS Golden Spin of Zagreb - men's singles short program,figure skating rules starting from the 2018-2019 season,Croatian Skating Federation,senior,short program,Jeroen Prins
2018 Open d'Andorra - senior ladies' singles short program,figure skating rules starting from the 2018-2019 season,Andorran Federation of Ice Sports,senior,short program,Alexei Beletski
2018 Open d'Andorra - senior men's singles short program,figure skating rules starting from the 2018-2019 season,Andorran Federation of Ice Sports,senior,short program,Alexei Beletski
