col0,col1,col2,col3
2015 Ringerike Grand Prix,1.2,2015-05-10,41
2014 Ringerike Grand Prix,1.2,2014-05-11,44
2013 Ringerike Grand Prix,1.2,2013-05-05,39
2017 Fyen Rundt,1.2,2017-06-10,90
2017 Himmerland Rundt,1.2,2017-04-28,68
2017 GP Adria Mobil,1.2,2017-04-02,58
2017 Pajot Hills Classic,1.2,2017-03-29,99
2017 Drentse 8 van Dwingeloo,1.2,2017-03-12,88
2017 Dorpenomloop Rucphen,1.2,2017-03-12,142
2017 Classica da Arrábida,1.2,2017-03-05,94
2017 GP Adria Mobil,GP Adria Mobil,2017-04-02,58
2015 Ljubljana-Domžale-Ljubljana TT,Nagrada Ljubljane TT,2015-06-12,29
