col0,col1,col2,col3,col4
Mongol Empire,historical country,1368-01-01,Tengrism,Middle Chinese
Byzantine Empire,historical country,1453-01-01,Eastern Orthodox Church,Latin
Second Bulgarian Empire,Bulgarian Empire,1396-01-01,Bulgarian Orthodox Church,Proto-Romanian language
First Bulgarian Empire,Bulgarian Empire,1018-01-01,Christianity,Bulgar language
Macedonia,realm,-0166-01-01T00:00:00Z,religion in ancient Greece,Ancient Macedonian
Spanish Empire,Empire on which the sun never sets,1975-01-01,Catholicism,Spanish
Kingdom of Pontus,client state,0062-01-01,syncretism,Old Persian
Parthian Empire,periodization,0224-01-01,Zoroastrianism,Parthian
Kingdom of Pontus,kingdom,0062-01-01,syncretism,Old Persian
Mongol Empire,Khanate,1368-01-01,Tengrism,Middle Chinese
Maurya Empire,dynasty,-0184-01-01T00:00:00Z,Buddhism,Sanskrit
Second Bulgarian Empire,Tsarism,1396-01-01,Bulgarian Orthodox Church,Proto-Romanian language
Hittite Empire,empire,1180-01-01,Hittite mythology,Luwian
Kingdom of Pontus,empire,0062-01-01,syncretism,Old Persian
