col0,col1,col2,col3
Shōmyō Falls,Tateyama,Chūbu-Sangaku National Park,126
Augrabies Falls,Northern Cape,Augrabies Falls National Park,56
Gavarnie Falls,Hautes-Pyrénées,Pyrénées National Park,281
Röthbach Waterfall,Berchtesgaden,Berchtesgaden National Park,470
Walcherfall,Fusch an der Großglocknerstraße,Hohe Tauern National Park,328
Krimml Waterfalls,Krimml,Hohe Tauern National Park,140
Cascade Blanche,Bras-Panon,Réunion National Park,400
Helmcken Falls,British Columbia,Wells Gray Provincial Park,141
Athabasca Falls,Alberta,Jasper National Park,23
Virginia Falls,Northwest Territories,Nahanni National Park Reserve,96
Weeping Wall,Flathead County,Glacier National Park,10
Bird Woman Falls,Flathead County,Glacier National Park,150
