col0,col1,col2,col3
Mont-Gosford Ecological Reserve,IUCN category Ia: Strict Nature Reserve,2013-04-11,Canada
Île-Brion Ecological Reserve,IUCN category Ia: Strict Nature Reserve,1988-09-29,Canada
Thomas-Sterry-Hunt International Ecological Reserve,IUCN category Ia: Strict Nature Reserve,1988-09-07,Canada
Ruisseau-de-l'Indien Ecological Reserve,IUCN category Ia: Strict Nature Reserve,1991-05-08,Canada
Père-Louis-Marie Ecological Reserve,IUCN category Ia: Strict Nature Reserve,1993-05-12,Canada
Lac-Malakisis Ecological Reserve,IUCN category Ia: Strict Nature Reserve,1978-01-01,Canada
Boisé-des-Muir Ecological Reserve,IUCN category Ia: Strict Nature Reserve,1995-01-01,Canada
Grand-Lac-Salé Ecological Reserve,IUCN category Ia: Strict Nature Reserve,1996-01-24,Canada
Îles-Avelle-Wight-et-Hiam Ecological Reserve,IUCN category Ia: Strict Nature Reserve,1994-10-06,Canada
Vieux-Arbres Ecological Reserve,IUCN category Ia: Strict Nature Reserve,1992-05-27,Canada
Dunes-de-Berry Ecological Reserve,IUCN category Ia: Strict Nature Reserve,1996-12-24,Canada
