col0,col1,col2,col3
KIC 2570094,15.435,-0.00017,0.2122
KIC 2570244,15.777,-0.00018,0.0729
2MASS J11265527-0000279,14.244,0.00035,0.0621
2MASS J16413013+3635284,14.86,-0.00084,0.0084
2MASS J16412729+3632226,14.82,-0.00083,0.066
2MASS J18545622-3028204,15.881,149.95,0.0735
2MASS J13412885+2804523,14.43,0.00046,0.0454
2MASS J13430874+2812335,12.259,0.00046,0.0552
UCAC4 456-050769,15.46,0.00041,0.0032
KIC 2437340,14.136,-0.00016,0.1907
2MASS J18545470-3027044,15.176,133.22,0.0966
2MASS J18543327-3033579,15.049,155.06,0.1117
2MASS J18545056-3029452,16.219,138.12,0.2505
2MASS J18550560-3026332,16.315,143.58,0.0277
