col0,col1,col2,col3,col4,col5
Arceus,list of Pokémon introduced in Generation IV,320,dragon-type Pokémon,Pokémon universe,320
Illumise,list of Pokémon introduced in Generation III,60,bug-type Pokémon,Pokémon universe,177
Skorupi,list of Pokémon introduced in Generation IV,80,bug-type Pokémon,Pokémon universe,12
Kakuna,list of Pokémon introduced in Generation I,60,bug-type Pokémon,Pokémon universe,10
Metapod,list of Pokémon introduced in Generation I,70,bug-type Pokémon,Pokémon universe,99
Arceus,list of Pokémon introduced in Generation IV,320,bug-type Pokémon,Pokémon universe,320
Butterfree,list of Pokémon introduced in Generation I,110,bug-type Pokémon,Pokémon universe,32
Ariados,list of Pokémon introduced in Generation II,110,bug-type Pokémon,Pokémon universe,335
Arceus,list of Pokémon introduced in Generation IV,320,electric-type Pokémon,Pokémon universe,320
Skorupi,list of Pokémon introduced in Generation IV,80,poison-type Pokémon,Pokémon universe,12
Kakuna,list of Pokémon introduced in Generation I,60,poison-type Pokémon,Pokémon universe,10
Arceus,list of Pokémon introduced in Generation IV,320,poison-type Pokémon,Pokémon universe,320
Ariados,list of Pokémon introduced in Generation II,110,poison-type Pokémon,Pokémon universe,335
Arceus,list of Pokémon introduced in Generation IV,320,grass-type Pokémon,Pokémon universe,320
Heracross,list of Pokémon introduced in Generation II,150,fighting-type Pokémon,Pokémon universe,54
