col0,col1,col2,col3,col4
2011 Bell Challenge,2011-09-12,2011-09-18,2011 WTA Tour,2011-01-01
2012 Bell Challenge,2012-09-10,2012-09-16,2012 WTA Tour,2012-01-01
2009 Bell Challenge,2009-09-14,2009-09-20,2009 WTA Tour,2009-01-01
2003 Challenge Bell,2003-10-25,2003-11-02,2003 WTA Tour,2003-01-01
2004 Challenge Bell,2004-10-30,2004-11-07,2004 WTA Tour,2004-01-01
2018 Coupe Banque Nationale,2018-09-10,2018-09-16,WTA International tournaments,2018-01-01
2017 Coupe Banque Nationale,2017-09-11,2017-09-17,WTA International tournaments,2017-01-01
2016 Coupe Banque Nationale,2016-09-10,2016-09-18,WTA International tournaments,2016-01-01
2015 Coupe Banque Nationale,2015-09-13,2015-09-20,WTA International tournaments,2015-01-01
2014 Coupe Banque Nationale,2014-09-06,2014-09-14,WTA International tournaments,2014-01-01
Bell Challenge 2013,2013-09-07,2013-09-15,WTA International tournaments,2013-01-01
2009 Bell Challenge,2009-09-14,2009-09-20,WTA International tournaments,2009-01-01
