col0,col1,col2,col3,col4,col5,col6
Shabbona Lake State Park,IUCN category III: Natural Monument or Feature,United States of America,1978-01-01,Illinois state park,Shabbona,Illinois
Illinois Beach State Park,IUCN category III: Natural Monument or Feature,United States of America,1948-01-01,Illinois state park,Zion,Illinois
Giant City State Park,IUCN category V: Protected Landscape/Seascape,United States of America,1927-01-01,Illinois state park,Makanda,Union County
Wolf Creek State Park,IUCN category III: Natural Monument or Feature,United States of America,1968-01-01,Illinois state park,Windsor,Illinois
William G. Stratton State Park,IUCN category III: Natural Monument or Feature,United States of America,1959-01-01,Illinois state park,Morris,Illinois
Weinberg-King State Park,IUCN category III: Natural Monument or Feature,United States of America,1968-01-01,Illinois state park,Augusta,Schuyler County
Walnut Point State Park,IUCN category III: Natural Monument or Feature,United States of America,1968-01-01,Illinois state park,Oakland,Illinois
Siloam Springs State Park,IUCN category III: Natural Monument or Feature,United States of America,1940-01-01,Illinois state park,Clayton,Illinois
Rock Island Trail State Park,IUCN category III: Natural Monument or Feature,United States of America,1989-01-01,Illinois state park,Wyoming,Illinois
Rock Cut State Park,IUCN category III: Natural Monument or Feature,United States of America,1957-01-01,Illinois state park,Loves Park,Illinois
Morrison-Rockwood State Park,IUCN category III: Natural Monument or Feature,United States of America,1971-01-01,Illinois state park,Morrison,Illinois
Moraine Hills State Park,IUCN category III: Natural Monument or Feature,United States of America,1939-01-01,Illinois state park,McHenry,Illinois
Matthiessen State Park,IUCN category III: Natural Monument or Feature,United States of America,1943-01-01,Illinois state park,Oglesby,Illinois
Lowden State Park,IUCN category III: Natural Monument or Feature,United States of America,1945-01-01,Illinois state park,Oregon,Illinois
Lincoln Trail State Park,IUCN category III: Natural Monument or Feature,United States of America,1958-01-01,Illinois state park,Marshall,Clark County
