col0,col1,col2,col3
West Bank,Palestinian National Authority,State of Palestine,5860
Western Sahara,North Africa,Sahrawi Arab Democratic Republic,266000
Glorioso Islands,Comoros Islands,Madagascar,5
Northeast Cay,North Danger Reefs,Philippines,0.12
Southwest Cay,North Danger Reefs,Vietnam,0.12
Thổ Chu Island,Thổ Chu Islands,Vietnam,13.95
West Bank,Palestinian National Authority,Israel,5860
Guantanamo Bay Naval Base,US Caribbean,Cuba,117.6
South Georgia and the South Sandwich Islands,South America,United Kingdom,3718
Glorioso Islands,Comoros Islands,France,5
