col0,col1,col2,col3,col4,col5
Jrvezh,"Cultural heritage monuments in Jrvezh, Kotayk",village in Armenia,Armenian,6273,Kotayk Region
Yelpin,"Cultural heritage monuments in Yelpin, Vayots Dzor",village in Armenia,Armenian,135,Vayots Dzor Region
Hayravank,"Cultural heritage monuments in Hayravank, Gegharkunik",village in Armenia,Armenian,65,Gegharkunik Province
Voskevaz,"Cultural heritage monuments in Voskevaz, Aragatsotn",village in Armenia,Armenian,410,Aragatsotn Region
Melikgyugh,"Cultural heritage monuments in Melikgyugh, Aragatsotn",village in Armenia,Armenian,309,Aragatsotn Region
Hartavan,"Cultural heritage monuments in Hartavan, Aragatsotn",village in Armenia,Armenian,178,Aragatsotn Region
Ushi,"Cultural heritage monuments in Ushi, Aragatsotn",village in Armenia,Armenian,1003,Aragatsotn Region
Darik,"Cultural heritage monuments in Darik, Shirak",village in Armenia,Armenian,12,Shirak Region
Khachik,"Cultural heritage monuments in Khachik, Vayots Dzor",village in Armenia,Armenian,110,Vayots Dzor Region
Herher,"Cultural heritage monuments in Herher, Vayots Dzor",village in Armenia,Armenian,213,Vayots Dzor Region
Akhurik,"Cultural heritage monuments in Akhurik, Shirak",village in Armenia,Armenian,1239,Shirak Region
