col0,col1,col2,col3
Saale,IUCN category V: Protected Landscape/Seascape,Saalekreis,Saale
Saale,IUCN category V: Protected Landscape/Seascape,Mansfeld-Südharz,Saale
Saale,IUCN category V: Protected Landscape/Seascape,Salzlandkreis,Saale
Saaletal,IUCN category V: Protected Landscape/Seascape,Halle (Saale),Saale
Roßlauer Vorfläming,IUCN category V: Protected Landscape/Seascape,Anhalt-Bitterfeld,Roßlauer Vorfläming
Roßlauer Vorfläming,IUCN category V: Protected Landscape/Seascape,Dessau-Roßlau,Roßlauer Vorfläming
Ostrand der Arendseer Hochfläche,IUCN category V: Protected Landscape/Seascape,Altmarkkreis Salzwedel,Ostrand der Arendseer Hochfläche
Ostrand der Arendseer Hochfläche,IUCN category V: Protected Landscape/Seascape,Stendal District,Ostrand der Arendseer Hochfläche
Oranienbaumer Heide,IUCN category V: Protected Landscape/Seascape,Wittenberg,Oranienbaumer Heide
Oranienbaumer Heide,IUCN category V: Protected Landscape/Seascape,Anhalt-Bitterfeld,Oranienbaumer Heide
Oranienbaumer Heide,IUCN category V: Protected Landscape/Seascape,Dessau-Roßlau,Oranienbaumer Heide
Mittlere Elbe,IUCN category V: Protected Landscape/Seascape,Salzlandkreis,Mittlere Elbe
Mittlere Elbe,IUCN category V: Protected Landscape/Seascape,Salzlandkreis,Mittlere Elbe
