col0,col1,col2,col3,col4,col5,col6
Yeosu,503.33,city of South Korea,South Korea,Port of Spain,273761,South Jeolla Province
Anseong,554.2,city of South Korea,South Korea,Belogorsk,194765,Gyeonggi Province
Asan,542250000,city of South Korea,South Korea,Miskolc,319929,South Chungcheong Province
Suncheon,907.21,city of South Korea,South Korea,Columbia,265390,South Jeolla Province
Sokcho,105.25,city of South Korea,South Korea,Gresham,79846,Gangwon Province
Seongnam,141.82,city of South Korea,South Korea,Shenyang,948757,Gyeonggi Province
Seosan,740.79,city of South Korea,South Korea,Qinhuangdao,169221,South Chungcheong Province
Samcheok,1185.78,city of South Korea,South Korea,Seongbuk District,69509,Gangwon Province
Sacheon,1519,city of South Korea,South Korea,Miyoshi,113335,South Gyeongsang Province
Gyeongju,1324390000,city of South Korea,South Korea,Versailles,264091,North Gyeongsang Province
Miryang,799.03,city of South Korea,South Korea,Yasugi,103069,South Gyeongsang Province
Seongnam,141.82,specific city,South Korea,Shenyang,948757,Gyeonggi Province
