col0,col1,col2,col3,col4
Sealion 2000,Tenix,car ferry,49,1998-01-01
MS «Fjordlys»,Brødrene Aa,passenger ferry,28,2015-01-01
Catalonia,Incat,multi-purpose vessel,92,1998-01-01
HSC Atlantic Express,Incat,high-speed craft,74,1991-01-01
HSC Express 3,Incat,high-speed craft,109,2017-01-01
Red Jet 6,Wight Shipyard,high-speed craft,41,2016-01-01
HSC KatExpress 2,Incat,high-speed craft,112,2013-01-01
HSC Our Lady Patricia,Incat,high-speed craft,29.62,1986-01-01
Express 1,Incat,high-speed craft,112,2009-01-01
Catalonia,Incat,high-speed craft,92,1998-01-01
