col0,col1,col2,col3,col4,col5
EK Draconis,infrared source,7.604,16.8,34.4502,-21.46
16 Ursae Majoris,infrared source,5.2,6.5,19.6589,-15.4
HD 55575,infrared source,5.58,5.2,16.8671,85.01
Nu2 Lupi,infrared source,5.65,1.872,14.6882,-68.766
Beta Canum Venaticorum,infrared source,4.25,1.2,8.6111,6.41
EK Draconis,rotating variable star,7.604,16.8,34.4502,-21.46
HD 186104,high proper-motion star,6.096,3.6,38.7097,-61.39
24 LMi,high proper-motion star,6.465,5.7,33.2993,29.07
15 Leonis Minoris,high proper-motion star,5.1,1.6,18.9038,4.79
10 Canum Venaticorum,high proper-motion star,5.95,3.9,17.5652,80.45
