col0,col1,col2,col3,col4,col5,col6
ESO 510-G13,208.7681583,J2000.0,0.011525,infrared source,Hydra,3452
NGC 7814,0.8122792,J2000.0,0.00348,infrared source,Pegasus,1049
NGC 3628,170.0709083,J2000.0,0.00288,infrared source,Leo,845
Sombrero Galaxy,189.997632708,J2000.0,0.003413,infrared source,Virgo,1095
NGC 2613,128.3451708,J2000.0,0.005551,HI (21cm) source,Pyxis,1675
NGC 7814,0.8122792,J2000.0,0.00348,HI (21cm) source,Pegasus,1049
NGC 3628,170.0709083,J2000.0,0.00288,sub-millimetric source,Leo,845
Sombrero Galaxy,189.997632708,J2000.0,0.003413,centimetric Radio-source,Virgo,1095
Messier 82,148.9684583,J2000.0,0.00073,interacting galaxies,Ursa Major,231
NGC 891,35.6371125,J2000.0,0.00176,unbarred spiral galaxy,Andromeda,528
