col0,col1,col2,col3
2018–19 ISU Challenger Series,figure skating series,figure skating rules starting from the 2018-2019 season,figure skating
2018–19 ISU Grand Prix of Figure Skating,figure skating series,figure skating rules starting from the 2018-2019 season,figure skating
2018–19 ISU Junior Grand Prix,figure skating series,figure skating rules starting from the 2018-2019 season,figure skating
2017–18 ISU Challenger Series,figure skating series,ISU Judging System,figure skating
2017–18 ISU Grand Prix of Figure Skating,figure skating series,ISU Judging System,figure skating
2017–18 ISU Junior Grand Prix,figure skating series,ISU Judging System,figure skating
2016–17 ISU Challenger Series,figure skating series,ISU Judging System,figure skating
2016–17 ISU Grand Prix of Figure Skating,figure skating series,ISU Judging System,figure skating
2016–17 ISU Junior Grand Prix,figure skating series,ISU Judging System,figure skating
2015–16 ISU Challenger Series,figure skating series,ISU Judging System,figure skating
