col0,col1,col2,col3,col4,col5,col6
Apache Shiro,Apache License,Apache Software Foundation,Java software library,Java,Java Virtual Machine,Application security
Modular Audio Recognition Framework,BSD licenses,Stephen Sinclair,Java software library,Java,Java Virtual Machine,pattern recognition
JUnit,Common Public License,Kent Beck,test automation framework,Java,Java Virtual Machine,unit testing
Hibernate,GNU Lesser General Public License,Red Hat,Database abstraction layer,Java,Java Virtual Machine,object-relational mapping
AngularJS,MIT license,Google,software framework,JavaScript,Web Platform,web framework
JUnit,Common Public License,Kent Beck,software framework,Java,Java Virtual Machine,unit testing
Apache Shiro,Apache License,Apache Software Foundation,software framework,Java,Java Virtual Machine,Application security
Hibernate,GNU Lesser General Public License,Red Hat,software framework,Java,Java Virtual Machine,object-relational mapping
OpenCL,open source license,Khronos Group,software framework,C++,ARM architecture,heterogeneous computing
Modular Audio Recognition Framework,BSD licenses,Stephen Sinclair,software framework,Java,Java Virtual Machine,pattern recognition
Apache Muse,"Apache Software License, Version 2.0",Apache Software Foundation,software framework,Java,cross-platform,web service
Jakarta Cactus,Apache License,Apache Software Foundation,software framework,Java,Java Virtual Machine,unit testing
Apache CXF,"Apache Software License, Version 2.0",Apache Software Foundation,software framework,Java,Java Virtual Machine,web service
Apache Hadoop,GNU General Public License,Apache Software Foundation,software framework,Java,Java Virtual Machine,clustered file system
AngularJS,MIT license,Google,software library,JavaScript,Web Platform,web framework
