col0,col1,col2,col3,col4,col5,col6
Lafayette Parish,Louisiana,parish of Louisiana,700,Lafayette,"Gilbert du Motier, Marquis de Lafayette",Lafayette Parish
La Salle Parish,Louisiana,parish of Louisiana,1716,Jena,"René-Robert Cavelier, Sieur de La Salle",La Salle Parish
East Carroll Parish,Louisiana,parish of Louisiana,1146,Lake Providence,Charles Carroll,East Carroll Parish
Jackson Parish,Louisiana,parish of Louisiana,1503,Jonesboro,Andrew Jackson,Jackson Parish
Grant Parish,Louisiana,parish of Louisiana,1721,Colfax,Ulysses S. Grant,Grant Parish
Avoyelles Parish,Louisiana,parish of Louisiana,2242,Marksville,Avoyel,Avoyelles Parish
Iberia Parish,Louisiana,parish of Louisiana,2670,New Iberia,Iberian Peninsula,Iberia Parish
Franklin Parish,Louisiana,parish of Louisiana,1646,Winnsboro,Benjamin Franklin,Franklin Parish
Evangeline Parish,Louisiana,parish of Louisiana,1760,Ville Platte,Evangeline,Evangeline Parish
East Feliciana Parish,Louisiana,parish of Louisiana,1180,Clinton,east,East Feliciana Parish
Jefferson Davis Parish,Louisiana,parish of Louisiana,1706,Jennings,Jefferson Davis,Jefferson Davis Parish
