col0,col1,col2,col3,col4,col5,col6
Drinking fountain,Hans Jakob Meyer,Zürich,Switzerland,water distribution pipe network,public water well,Wasserversorgung Zürich
Fountain with Fish Relief,Luigi Zanini,Zürich,Switzerland,spring water,public water well,Wasserversorgung Zürich
"fountain plastic: ""girl with fish, boy with dog""",Hans Markwalder,Zürich,Switzerland,spring water,public water well,Wasserversorgung Zürich
"Fountain Riedtlisiedlung ""Woman riding Slug""",Johann Jakob Wilhelm Schwerzmann,Zürich,Switzerland,spring water,public water well,Wasserversorgung Zürich
Dolphin Fountain,anonymous,Zürich,Switzerland,spring water,public water well,Wasserversorgung Zürich
Amazonenbrunnen,anonymous,Zürich,Switzerland,spring water,public water well,Wasserversorgung Zürich
Pilger Fountain,Afra Fehr,Zürich,Switzerland,water distribution pipe network,well,Wasserversorgung Zürich
Fountain with Stone Emblem,Emil Schäfer,Zürich,Switzerland,spring water,well,Wasserversorgung Zürich
Fountain with Water Spouting Swan Sculpture,Emil Schäfer,Zürich,Switzerland,water distribution pipe network,well,Wasserversorgung Zürich
Kratzfountain,Hans Gisler,Zürich,Switzerland,spring water,well,Wasserversorgung Zürich
Drinking fountain,Hans Jakob Meyer,Zürich,Switzerland,water distribution pipe network,well,Wasserversorgung Zürich
