col0,col1,col2,col3,col4,col5,col6
Moquegua,174863,Arequipa,Ilo Province,UTC−05:00,region of Peru,Peru
Junín,1246038,Pasco,Chanchamayo Province,UTC−05:00,region of Peru,Peru
Ucayali,496459,Acre,Atalaya Province,UTC−05:00,region of Peru,Peru
Tacna,329332,Puno,Tarata Province,UTC−05:00,region of Peru,Peru
Áncash,1083519,La Libertad,Aija Province,UTC−05:00,region of Peru,Peru
Pasco,254065,Ucayali,Oxapampa Province,UTC−05:00,region of Peru,Peru
Madre de Dios,141070,Acre,Tahuamanu Province,UTC−05:00,region of Peru,Peru
Lambayeque,1197260,Cajamarca,Chiclayo Province,UTC−05:00,region of Peru,Peru
Tumbes,224863,El Oro Province,Contralmirante Villar Province,UTC−05:00,region of Peru,Peru
Ica,850765,Arequipa,Palpa Province,UTC−05:00,region of Peru,Peru
Apurímac,405759,Cusco,Chincheros Province,UTC−05:00,region of Peru,Peru
Piura,1856809,Cajamarca,Sullana Province,UTC−05:00,region of Peru,Peru
