col0,col1,col2,col3,col4,col5,col6,col7
Make sure of him Bob ..,Photographs by John Thomas,print,John Thomas,collodion process,Photographs by John Thomas,National Library of Wales,1875-01-01
John Jones,Photographs by John Thomas,print,John Thomas,collodion process,Photographs by John Thomas,National Library of Wales,1875-01-01
Make sure of him Bob ..,National Library of Wales,print,John Thomas,collodion process,Photographs by John Thomas,National Library of Wales,1875-01-01
John Jones,National Library of Wales,John Jones,John Thomas,collodion process,Photographs by John Thomas,National Library of Wales,1875-01-01
Make sure of him Bob ..,National Library of Wales,cartoon,John Thomas,collodion process,Photographs by John Thomas,National Library of Wales,1875-01-01
Obleisque d'Heliopolis a Matarieh,National Library of Wales,obelisk,John Thomas,collodion process,Photographs by John Thomas,National Library of Wales,1875-01-01
Le sphynx Armachis a Gyzeh,National Library of Wales,The Great Sphinx,John Thomas,collodion process,Photographs by John Thomas,National Library of Wales,1875-01-01
Obleisque d'Heliopolis a Matarieh,Photographs by John Thomas,photograph,John Thomas,collodion process,Photographs by John Thomas,National Library of Wales,1875-01-01
"Mosque of Omar, Jerusalem",Photographs by John Thomas,photograph,John Thomas,collodion process,Photographs by John Thomas,National Library of Wales,1875-01-01
Obleisque d'Heliopolis a Matarieh,National Library of Wales,photograph,John Thomas,collodion process,Photographs by John Thomas,National Library of Wales,1875-01-01
"Mosque of Omar, Jerusalem",National Library of Wales,mosque,John Thomas,collodion process,Photographs by John Thomas,National Library of Wales,1875-01-01
Le sphynx Armachis a Gyzeh,National Library of Wales,pyramid,John Thomas,collodion process,Photographs by John Thomas,National Library of Wales,1875-01-01
John Jones,Photographs by John Thomas,man,John Thomas,collodion process,Photographs by John Thomas,National Library of Wales,1875-01-01
George Osborne Morgan,Photographs by John Thomas,man,John Thomas,collodion process,Photographs by John Thomas,National Library of Wales,1875-01-01
