col0,col1,col2,col3,col4,col5,col6
Bezdoniai Eldership,eldership of Lithuania,Lithuania,119,Vilnius District Municipality,2865,Bezdonys
Paberžė Eldership,eldership of Lithuania,Lithuania,209,Vilnius District Municipality,3670,Paberžė
Buivydžiai Eldership,eldership of Lithuania,Lithuania,98,Vilnius District Municipality,974,Buivydžiai
Zujūnai Eldership,eldership of Lithuania,Lithuania,51,Vilnius District Municipality,9300,Zujūnai
Kuliai eldership,eldership of Lithuania,Lithuania,128.45,Plungė District Municipality,1436,Kuliai
Grendavė Eldership,eldership of Lithuania,Lithuania,67,Trakai District Municipality,860,Grendavė
Laižuva Eldership,eldership of Lithuania,Lithuania,58,Mažeikiai District Municipality,965,Laižuva
Aukštadvaris Eldership,eldership of Lithuania,Lithuania,213,Trakai District Municipality,2935,Aukštadvaris
Sudervė Eldership,eldership of Lithuania,Lithuania,79,Vilnius District Municipality,2500,Sudervė
Juknaičiai Eldership,eldership of Lithuania,Lithuania,160,Šilutė District Municipality,3594,Juknaičiai
Judrėnai Eldership,eldership of Lithuania,Lithuania,64,Klaipėda District Municipality,813,Judrėnai
Endriejavas Eldership,eldership of Lithuania,Lithuania,145,Klaipėda District Municipality,1960,Endriejavas
Šimkaičiai Eldership,eldership of Lithuania,Lithuania,241,Jurbarkas District Municipality,1997,Šimkaičiai
Šilutė Eldership,eldership of Lithuania,Lithuania,150,Šilutė District Municipality,27121,Šilutė
