col0,col1,col2,col3,col4
Carrowteige,UTC±00:00,91,human settlement,Ireland
Fintown,UTC±00:00,169,human settlement,Ireland
Annagry,UTC±00:00,70,human settlement,Ireland
Rosmuc,UTC±00:00,1,human settlement,Ireland
Furbo,UTC±00:00,15,human settlement,Ireland
Achill Sound,UTC±00:00,0,human settlement,Ireland
Dungloe,UTC±00:00,16,human settlement,Ireland
Dooniver,UTC±00:00,1,human settlement,Ireland
Ballynagall,UTC±00:00,247,human settlement,Ireland
Ballingeary,UTC±00:00,95,human settlement,Ireland
Glencolumbkille,UTC±00:00,20,human settlement,Ireland
