col0,col1,col2,col3,col4
1982 Dutch Open,1982-07-19,1983 Dutch Open,1982 Grand Prix circuit,tennis
1990 Dutch Open,1990-07-23,1991 Dutch Open,ATP World Series,tennis
1998 Dutch Open,1998-08-08,1999 Dutch Open,ATP World Series,tennis
1997 Dutch Open,1997-07-28,1998 Dutch Open,ATP World Series,tennis
1994 Dutch Open,1994-07-25,1995 Dutch Open,ATP World Series,tennis
1986 Dutch Open,1986-07-28,1987 Dutch Open,1986 Grand Prix circuit,tennis
1984 Dutch Open,1984-07-23,1985 Dutch Open,1984 Grand Prix circuit,tennis
1983 Dutch Open,1983-07-18,1984 Dutch Open,1983 Grand Prix circuit,tennis
1980 Dutch Open,1980-07-21,1981 Dutch Open,1980 Grand Prix circuit,tennis
1979 Dutch Open,1979-07-23,1980 Dutch Open,1979 Grand Prix circuit,tennis
1977 Dutch Open,1977-07-12,1978 Dutch Open,1977 Grand Prix circuit,tennis
