col0,col1,col2,col3,col4
"Obituary, Michael Douglas Gwynne",obituary,2012-11-05,English,Michael Douglas Gwynne
Obituary Stewart Williams,obituary,2019-08-01,English,Obituary Stewart Williams (1964–2019)
Professor Michael J Barnsley,obituary,2008-06-03,English,Professor Michael J Barnsley
A physicist experiments with cultural studies,essay,1996-05-01,English,A physicist experiments with cultural studies
Miranda Jakiša and Nikica Gilić,book review,2017-12-21,English,"Miranda Jakiša and Nikica Gilić (eds.): Partisans in Yugoslavia: Literature, Film and Visual Culture"
Jeffrey Geiger and Karin Littau,book review,2017-06-27,English,Jeffrey Geiger and Karin Littau (eds.): Cinematicity in Media History
Renate Hansen-Kokoruš,book review,2017-06-27,English,Renate Hansen-Kokoruš (ed.): Facing the Present. Transition in Post-Yugoslavia. The Artists' View
Steven S. Lee:  The Ethnic Avant-Garde. Minority Culture and World Revolution,book review,2017-06-27,English,Steven S. Lee: The Ethnic Avant-Garde. Minority Culture and World Revolution
Surveillance.  Secret Police Film Festival.,book review,2016-04-30,English,Surveillance. Secret Police Film Festival.
"International Colloquium  Soviet War Propaganda on the Movie Screen, 1939–1946 / La propagande de guerre soviétique à l’écran, 1939-1946",book review,2016-04-30,English,"International Colloquium Soviet War Propaganda on the Movie Screen, 1939–1946 / La propagande de guerre soviétique à l’écran, 1939-1946"
Toward Poetics of Authenticity.  The Hope Factory  and the New Wave of Russian Women Filmmakers. A Conversation with Natalia Meshchaninova,journalistic interview,2017-06-27,English,Toward Poetics of Authenticity.  The Hope Factory  and the New Wave of Russian Women Filmmakers. A Conversation with Natalia Meshchaninova
Mediating Gesture in Theory and Practice,editorial,2017-12-21,English,Mediating Gesture in Theory and Practice
56th Thessaloniki International Film Festival. Balkan Survey Section.,book review,2016-04-30,English,56th Thessaloniki International Film Festival. Balkan Survey Section.
