col0,col1,col2,col3
Fort Foote,earthworks,United States of America,Prince George's County
Torthorwald Castle,earthworks,United Kingdom,Dumfries and Galloway
Nanih Waiya,earthworks,United States of America,Winston County
Fort Washington,earthworks,United States of America,Cambridge
Fort DeRussy,earthworks,United States of America,"Washington, D.C."
Fort Bayard,earthworks,United States of America,"Washington, D.C."
Offa's Dyke,earthworks,United Kingdom,Powys
"Heugh, homestead moat and earthworks 500m SSE of",homestead,United Kingdom,Aberdeenshire
Fort Davis,fort,United States of America,"Washington, D.C."
Fort Dupont,fort,United States of America,"Washington, D.C."
Fort Chaplin,fort,United States of America,"Washington, D.C."
Fort Marcy,fort,United States of America,Fairfax County
