col0,col1,col2,col3,col4
Umbriel,natural satellite,1851-10-24,Umbriel,0.26
Oberon,natural satellite,1787-01-11,Oberon,0.24
Titania,natural satellite,1787-01-11,Titania,0.28
Rosalind,moon of Uranus,1986-01-13,Rosalind,0.08
Portia,moon of Uranus,1986-01-03,Portia,0.08
Ophelia,moon of Uranus,1986-01-20,Ophelia,0.07
Cordelia,moon of Uranus,1986-01-20,Cordelia,0.07
Miranda,moon of Uranus,1948-02-16,Miranda,0.32
Umbriel,moon of Uranus,1851-10-24,Umbriel,0.26
Oberon,moon of Uranus,1787-01-11,Oberon,0.24
Titania,moon of Uranus,1787-01-11,Titania,0.28
Larissa,moon of Neptune,1981-05-24,Larissa,0.09
