col0,col1,col2,col3,col4
Socotra Governorate,Yemen,27796,governorate of Yemen,31497
Ma'rib Governorate,Yemen,142000,governorate of Yemen,163000
Raymah Governorate,Yemen,263000,governorate of Yemen,258000
Ta'izz Governorate,Yemen,1584000,governorate of Yemen,1400000
Lahij Governorate,Yemen,455000,governorate of Yemen,462000
Sana'a Governorate,Yemen,541000,governorate of Yemen,554000
Al Mahwit Governorate,Yemen,318000,governorate of Yemen,325000
Ibb Governorate,Yemen,1372000,governorate of Yemen,1287000
Dhamar Governorate,Yemen,885000,governorate of Yemen,875000
Ad Dali' Governorate,Yemen,314000,governorate of Yemen,340000
Shabwah Governorate,Yemen,286000,governorate of Yemen,306000
Hajjah Governorate,Yemen,949000,governorate of Yemen,1011000
Al Jawf Governorate,Yemen,247000,governorate of Yemen,305000
