col0,col1,col2,col3,col4,col5,col6,col7
1985 Canadian Open Badminton Championships,1987 Canadian Open Badminton Championships,Canadian Open Badminton Championships,1985 Canadian Open Badminton Championships – Men's doubles,1985-01-01,badminton,open championship,Canada
1978 Canadian Open Badminton Championships,1979 Canadian Open Badminton Championships,Canadian Open Badminton Championships,1978 Canadian Open Badminton Championships – Men's doubles,1978-01-01,badminton,open championship,Canada
1977 Canadian Open Badminton Championships,1978 Canadian Open Badminton Championships,Canadian Open Badminton Championships,1977 Canadian Open Badminton Championships – Men's doubles,1977-01-01,badminton,open championship,Canada
1973 Canadian Open Badminton Championships,1974 Canadian Open Badminton Championships,Canadian Open Badminton Championships,1973 Canadian Open Badminton Championships – Men's doubles,1973-01-01,badminton,open championship,Canada
1969 Canadian Open Badminton Championships,1970 Canadian Open Badminton Championships,Canadian Open Badminton Championships,1969 Canadian Open Badminton Championships – Men's doubles,1969-01-01,badminton,open championship,Canada
1974 Canadian Open Badminton Championships,1975 Canadian Open Badminton Championships,Canadian Open Badminton Championships,1974 Canadian Open Badminton Championships – Men's doubles,1974-01-01,badminton,open championship,Canada
1968 Canadian Open Badminton Championships,1969 Canadian Open Badminton Championships,Canadian Open Badminton Championships,1968 Canadian Open Badminton Championships – Men's doubles,1968-01-01,badminton,open championship,Canada
1967 Canadian Open Badminton Championships,1968 Canadian Open Badminton Championships,Canadian Open Badminton Championships,1967 Canadian Open Badminton Championships – Men's doubles,1967-01-01,badminton,open championship,Canada
1966 Canadian Open Badminton Championships,1967 Canadian Open Badminton Championships,Canadian Open Badminton Championships,1966 Canadian Open Badminton Championships – Men's doubles,1966-01-01,badminton,open championship,Canada
1965 Canadian Open Badminton Championships,1966 Canadian Open Badminton Championships,Canadian Open Badminton Championships,1965 Canadian Open Badminton Championships – Men's doubles,1965-01-01,badminton,open championship,Canada
1964 Canadian Open Badminton Championships,1965 Canadian Open Badminton Championships,Canadian Open Badminton Championships,1964 Canadian Open Badminton Championships – Men's doubles,1964-01-01,badminton,open championship,Canada
1963 Canadian Open Badminton Championships,1964 Canadian Open Badminton Championships,Canadian Open Badminton Championships,1963 Canadian Open Badminton Championships – Men's doubles,1963-01-01,badminton,open championship,Canada
1961 Canadian Open Badminton Championships,1962 Canadian Open Badminton Championships,Canadian Open Badminton Championships,1961 Canadian Open Badminton Championships – Men's doubles,1961-01-01,badminton,open championship,Canada
1962 Canadian Open Badminton Championships,1963 Canadian Open Badminton Championships,Canadian Open Badminton Championships,1962 Canadian Open Badminton Championships – Men's doubles,1962-01-01,badminton,open championship,Canada
