col0,col1,col2,col3,col4,col5,col6
Capitol Reef National Park,IUCN category II: National Park,United States of America,Capitol Reef National Park,national park of the United States,National Park Service,International Dark Sky Park
Yellowstone National Park,IUCN category II: National Park,United States of America,Yellowstone National Park,national park of the United States,National Park Service,UNESCO World Heritage Site
Carlsbad Caverns National Park,IUCN category II: National Park,United States of America,Carlsbad Caverns National Park,show cave,National Park Service,UNESCO World Heritage Site
Mammoth Cave National Park,IUCN category II: National Park,United States of America,Mammoth Cave National Park,show cave,National Park Service,UNESCO World Heritage Site
Mesa Verde National Park,IUCN category II: National Park,United States of America,Mesa Verde National Park,ensemble,National Park Service,UNESCO World Heritage Site
Capitol Reef National Park,IUCN category II: National Park,United States of America,Capitol Reef National Park,National Monument of the United States,National Park Service,International Dark Sky Park
Wrangell–St. Elias National Park and Preserve,IUCN category V: Protected Landscape/Seascape,United States of America,Wrangell–St. Elias National Park and Preserve,national preserve,National Park Service,part of World Heritage Site
Great Sand Dunes National Park and Preserve,IUCN category V: Protected Landscape/Seascape,United States of America,Great Sand Dunes National Park and Preserve,national preserve,National Park Service,National Natural Landmark
Glacier Bay National Park and Preserve,IUCN category V: Protected Landscape/Seascape,United States of America,Glacier Bay National Park and Preserve,national preserve,National Park Service,part of World Heritage Site
Mesa Verde National Park,IUCN category II: National Park,United States of America,Mesa Verde National Park,archaeological site,National Park Service,UNESCO World Heritage Site
