col0,col1,col2,col3
"Texas Tech Red Raiders football, 1925–80",American football team season,1980-01-01,1925-01-01
1960-69 Texas Longhorns football,American football team season,1969-01-01,1960-01-01
1950-59 Texas Longhorns football,American football team season,1959-01-01,1950-01-01
1940-49 Texas Longhorns football,American football team season,1949-01-01,1940-01-01
"Texas A&M Aggies football seasons, 1950–59",American football team season,1959-01-01,1950-01-01
"Texas A&M Aggies football, 1940–49",American football team season,1949-01-01,1940-01-01
"Texas A&M Aggies football, 1930–39",American football team season,1939-01-01,1930-01-01
"Texas A&M Aggies football, 1920–29",American football team season,1929-01-01,1920-01-01
"Texas A&M Aggies football, 1910–19",American football team season,1919-01-01,1910-01-01
"Texas A&M Aggies football, 1900–09",American football team season,1909-01-01,1900-01-01
"Tampa Spartans football, 1960–1969",American football team season,1969-01-01,1960-01-01
"Tampa Spartans football, 1970–1974",American football team season,1974-01-01,1970-01-01
"Tampa Spartans football, 1950–1959",American football team season,1959-01-01,1950-01-01
"Saskatchewan Roughriders football, 1970–79",American football team season,1979-01-01,1970-01-01
