col0,col1,col2,col3
Arnhem,Ahmed Marcouch,Ede,Arnhem
Landgraaf,Raymond Vlecken,Kerkrade,Landgraaf
Grave,Louis Ficq,Cuijk,Grave
Oss,Wobine Buijs-Glaudemans,'s-Hertogenbosch,Oss
Rucphen,Marjolein van der Meer Mohr,Etten-Leur,Rucphen
's-Hertogenbosch,Jack Mikkers,Heusden,'s-Hertogenbosch
Eijsden-Margraten,Dieudonné Akkermans,Maastricht,Eijsden
Grave,Louis Ficq,Oss,Grave
Oss,Wobine Buijs-Glaudemans,Grave,Oss
's-Hertogenbosch,Jack Mikkers,Oss,'s-Hertogenbosch
Wormerland,Peter Tange,Alkmaar,Wormer
Smallingerland,Tjeerd van Bekkum,Grootegast,Drachten
Rozendaal,Ester Weststeijn-Vermaat,Arnhem,Rozendaal
Lisse,Lies Spruit,Haarlemmermeer,Lisse
Heerenveen,Tjeerd van der Zwan,Skarsterlân,Heerenveen
